Ê±¼ä,Ch0,Ch1,Ch2,Ch3
D:H:M:S,,,,
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.531868,0.006675,0.002002,0.632555
12:19:47:41,1.528530,0.000000,0.001335,0.379642
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,-0.003337,0.000000,0.126583
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,-0.003337,-0.002002,-0.380163
12:19:47:41,1.528530,0.006675,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.380163
12:19:47:41,1.528530,0.006675,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.000000,-0.000667,-0.126710
12:19:47:41,1.521855,-0.006675,-0.004672,-0.633664
12:19:47:41,1.535205,0.006675,0.002670,0.632555
12:19:47:41,1.528530,0.000000,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.000667,0.379642
12:19:47:41,1.525193,-0.003337,-0.001335,0.000000
12:19:47:41,1.531868,0.006675,0.003337,0.885325
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.521855,-0.010012,-0.002670,-0.506907
12:19:47:41,1.525193,-0.006675,-0.004005,-0.506907
12:19:47:41,1.521855,-0.003337,-0.002670,-0.380163
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.001335,0.253131
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.001335,-0.126710
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,-0.002002,-0.380163
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,-0.003337,-0.001335,-0.253431
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.006675,0.000667,0.379642
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.000667,0.126583
12:19:47:41,1.528530,-0.003337,0.000000,0.253131
12:19:47:41,1.528530,0.000000,-0.000667,-0.126710
12:19:47:41,1.525193,0.000000,-0.002002,-0.126710
12:19:47:41,1.531868,0.000000,0.000667,0.379642
12:19:47:41,1.525193,0.003337,0.001335,0.506117
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.528530,-0.003337,-0.002002,-0.253431
12:19:47:41,1.525193,-0.003337,-0.002670,-0.253431
12:19:47:41,1.531868,0.006675,0.001335,0.506117
12:19:47:41,1.531868,0.003337,0.001335,0.506117
12:19:47:41,1.521855,-0.003337,-0.000667,-0.126710
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.531868,0.003337,0.000667,0.126583
12:19:47:41,1.525193,-0.003337,-0.001335,0.000000
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.521855,-0.006675,-0.002002,-0.380163
12:19:47:41,1.525193,-0.006675,-0.004005,-0.506907
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.535205,0.010012,0.004672,1.011655
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,-0.006675,-0.003337,-0.380163
12:19:47:41,1.525193,0.000000,-0.000667,-0.126710
12:19:47:41,1.528530,0.000000,-0.001335,0.000000
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.531868,0.006675,0.002670,0.506117
12:19:47:41,1.525193,-0.006675,-0.004005,-0.760433
12:19:47:41,1.535205,0.006675,0.000667,0.379642
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.538542,0.016687,0.006675,1.516618
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.521855,-0.003337,-0.002002,-0.253431
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.518518,-0.010012,-0.006007,-1.014012
12:19:47:41,1.528530,0.000000,-0.001335,0.000000
12:19:47:41,1.531868,0.000000,-0.000667,0.126583
12:19:47:41,1.531868,0.003337,0.001335,0.253131
12:19:47:41,1.525193,-0.003337,-0.002670,-0.380163
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.538542,0.013350,0.004672,1.011655
12:19:47:41,1.535205,0.013350,0.006675,1.516618
12:19:47:41,1.525193,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.002002,0.506117
12:19:47:41,1.521855,-0.006675,-0.002670,-0.506907
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.531868,0.000000,0.001335,0.379642
12:19:47:41,1.531868,0.006675,0.003337,0.885325
12:19:47:41,1.525193,0.003337,0.001335,0.379642
12:19:47:41,1.531868,0.003337,0.002670,0.632555
12:19:47:41,1.521855,-0.003337,-0.000667,-0.126710
12:19:47:41,1.521855,0.000000,-0.001335,-0.126710
12:19:47:41,1.528530,0.000000,0.000000,0.000000
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.525193,-0.006675,-0.002002,-0.380163
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,0.000000,0.253131
12:19:47:41,1.531868,0.003337,0.002670,0.758958
12:19:47:41,1.531868,0.003337,0.002002,0.379642
12:19:47:41,1.521855,-0.006675,-0.001335,-0.253431
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,0.000667,0.126583
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.525193,-0.006675,-0.002670,-0.380163
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.003337,0.000667,0.000000
12:19:47:41,1.528530,0.000000,-0.000667,0.126583
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,0.000000,0.253131
12:19:47:41,1.521855,-0.003337,-0.001335,-0.126710
12:19:47:41,1.525193,-0.003337,-0.002670,-0.126710
12:19:47:41,1.535205,0.010012,0.003337,0.885325
12:19:47:41,1.525193,0.000000,0.000667,0.000000
12:19:47:41,1.515181,-0.016687,-0.008010,-1.267648
12:19:47:41,1.528530,0.000000,-0.001335,-0.126710
12:19:47:41,1.521855,-0.006675,-0.004005,-0.506907
12:19:47:41,1.535205,0.006675,0.002670,0.632555
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.531868,0.003337,0.000667,0.506117
12:19:47:41,1.525193,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,-0.006675,-0.004672,-0.633664
12:19:47:41,1.531868,0.006675,0.002670,0.758958
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.531868,0.006675,0.003337,0.885325
12:19:47:41,1.525193,0.003337,0.000000,0.000000
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.538542,0.000000,-0.000667,0.000000
12:19:47:41,1.531868,0.006675,0.003337,0.632555
12:19:47:41,1.525193,-0.003337,-0.002002,-0.380163
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.525193,0.000000,-0.000667,-0.126710
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,-0.001335,0.000000
12:19:47:41,1.525193,0.000000,-0.002002,-0.253431
12:19:47:41,1.531868,0.006675,0.002002,0.632555
12:19:47:41,1.528530,-0.003337,-0.000667,0.126583
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.525193,0.000000,-0.001335,-0.126710
12:19:47:41,1.528530,0.000000,-0.001335,-0.126710
12:19:47:41,1.528530,0.000000,-0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.521855,-0.003337,-0.002670,-0.380163
12:19:47:41,1.528530,0.003337,0.000667,0.379642
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.000000,0.000000,0.000000
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,-0.000667,-0.126710
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.518518,-0.010012,-0.005340,-0.887215
12:19:47:41,1.528530,0.003337,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.000667,0.126583
12:19:47:41,1.521855,-0.006675,-0.003337,-0.506907
12:19:47:41,1.531868,0.006675,0.001335,0.379642
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.531868,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.521855,-0.003337,-0.002670,-0.253431
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.525193,0.000000,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.002002,0.379642
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.525193,-0.003337,-0.001335,0.000000
12:19:47:41,1.528530,0.000000,0.000667,0.379642
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.531868,0.000000,0.000000,0.253131
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.528530,0.000000,0.000667,0.126583
12:19:47:41,1.528530,-0.003337,-0.001335,0.000000
12:19:47:41,1.531868,0.006675,0.002670,0.632555
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.521855,-0.003337,-0.001335,-0.253431
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.525193,0.003337,0.000000,0.126583
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.525193,0.003337,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.521855,-0.006675,-0.002002,-0.380163
12:19:47:41,1.528530,-0.003337,-0.002002,-0.253431
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.002002,0.379642
12:19:47:41,1.521855,-0.006675,-0.002002,-0.253431
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.531868,0.010012,0.004005,0.758958
12:19:47:41,1.528530,0.003337,0.002670,0.632555
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.521855,-0.006675,-0.003337,-0.506907
12:19:47:41,1.521855,-0.006675,-0.002670,-0.506907
12:19:47:41,1.528530,0.003337,-0.000667,0.000000
12:19:47:41,1.531868,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.521855,-0.006675,-0.002002,-0.380163
12:19:47:41,1.525193,-0.003337,-0.001335,0.000000
12:19:47:41,1.525193,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.521855,-0.003337,-0.003337,-0.633664
12:19:47:41,1.525193,-0.003337,-0.002670,-0.253431
12:19:47:41,1.528530,0.000000,-0.001335,0.000000
12:19:47:41,1.525193,0.000000,0.000667,0.379642
12:19:47:41,1.525193,-0.003337,-0.002002,-0.506907
12:19:47:41,1.525193,-0.003337,-0.002670,-0.253431
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.001335,0.000000
12:19:47:41,1.521855,0.000000,-0.001335,-0.126710
12:19:47:41,1.528530,0.000000,-0.002002,-0.253431
12:19:47:41,1.528530,-0.003337,-0.002002,-0.380163
12:19:47:41,1.535205,0.006675,0.002670,0.632555
12:19:47:41,1.528530,0.003337,0.002002,0.632555
12:19:47:41,1.531868,0.006675,0.003337,0.758958
12:19:47:41,1.521855,-0.006675,-0.002670,-0.506907
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.000000,-0.000667,0.126583
12:19:47:41,1.521855,-0.006675,-0.002670,-0.506907
12:19:47:41,1.518518,-0.006675,-0.006007,-0.887215
12:19:47:41,1.535205,0.010012,0.002670,0.758958
12:19:47:41,1.535205,0.013350,0.006007,1.137950
12:19:47:41,1.528530,0.006675,0.002002,0.632555
12:19:47:41,1.528530,0.003337,0.002670,0.632555
12:19:47:41,1.531868,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000667,0.126583
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.126583
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.531868,0.003337,0.000667,0.126583
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.528530,-0.003337,0.000000,0.253131
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.521855,-0.006675,-0.002670,-0.380163
12:19:47:41,1.521855,-0.006675,-0.003337,-0.253431
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.531868,0.003337,0.001335,0.506117
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.528530,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.006675,0.001335,0.379642
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,0.000000,0.000000
12:19:47:41,1.521855,-0.003337,-0.002002,-0.126710
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.528530,0.003337,0.002670,0.506117
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,0.000000,0.253131
12:19:47:41,1.528530,0.000000,0.000000,0.253131
12:19:47:41,1.531868,0.003337,0.000000,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.531868,0.003337,0.001335,0.506117
12:19:47:41,1.521855,-0.006675,-0.003337,-0.380163
12:19:47:41,1.528530,0.003337,0.000667,0.126583
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.006675,0.002002,0.253131
12:19:47:41,1.521855,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,0.002002,0.379642
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,-0.000667,-0.126710
12:19:47:41,1.528530,0.006675,0.002002,0.506117
12:19:47:41,1.525193,-0.006675,-0.002002,-0.253431
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.528530,0.000000,-0.001335,-0.126710
12:19:47:41,1.531868,0.006675,0.002670,0.758958
12:19:47:41,1.528530,-0.003337,0.000000,0.000000
12:19:47:41,1.528530,0.003337,-0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.003337,0.000000,0.253131
12:19:47:41,1.531868,-0.003337,-0.003337,-0.506907
12:19:47:41,1.531868,0.000000,0.000000,0.253131
12:19:47:41,1.525193,0.000000,-0.001335,-0.126710
12:19:47:41,1.531868,0.010012,0.004672,1.011655
12:19:47:41,1.528530,0.000000,0.000000,0.126583
12:19:47:41,1.525193,0.000000,-0.000667,0.126583
12:19:47:41,1.521855,-0.006675,-0.003337,-0.380163
12:19:47:41,1.515181,-0.016687,-0.008010,-1.521346
12:19:47:41,1.518518,-0.010012,-0.006007,-0.887215
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.518518,-0.010012,-0.008010,-1.267648
12:19:47:41,1.535205,0.006675,0.002002,0.632555
12:19:47:41,1.531868,0.006675,0.002670,0.758958
12:19:47:41,1.531868,0.006675,0.002002,0.632555
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.525193,0.000000,-0.001335,0.000000
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.525193,0.000000,0.000000,0.000000
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.525193,0.000000,0.000667,0.126583
12:19:47:41,1.531868,0.003337,0.002002,0.632555
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.525193,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,0.001335,0.379642
12:19:47:41,1.525193,0.000000,0.000000,0.253131
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.528530,0.003337,0.001335,0.506117
12:19:47:41,1.525193,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.000000,0.001335,0.253131
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.531868,0.003337,0.000667,0.379642
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,0.000667,0.126583
12:19:47:41,1.528530,-0.003337,-0.001335,-0.126710
12:19:47:41,1.525193,-0.003337,-0.002670,-0.253431
12:19:47:41,1.535205,0.013350,0.004672,0.885325
12:19:47:41,1.525193,0.000000,0.000000,0.000000
12:19:47:41,1.531868,0.006675,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.531868,0.006675,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.531868,0.006675,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.000667,-0.126710
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.521855,-0.006675,-0.004672,-0.760433
12:19:47:41,1.541880,0.016687,0.006007,1.264208
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,-0.000667,0.000000
12:19:47:41,1.525193,0.000000,0.000000,0.000000
12:19:47:41,1.525193,-0.006675,-0.002670,-0.253431
12:19:47:41,1.531868,0.006675,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.002002,-0.253431
12:19:47:41,1.525193,0.000000,-0.002002,-0.126710
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.003337,0.001335,0.506117
12:19:47:41,1.525193,0.000000,0.000667,0.126583
12:19:47:41,1.528530,0.000000,0.000000,0.253131
12:19:47:41,1.525193,0.000000,-0.002002,-0.253431
12:19:47:41,1.528530,0.003337,0.000667,0.253131
12:19:47:41,1.525193,-0.006675,-0.003337,-0.633664
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.528530,0.000000,0.000000,0.253131
12:19:47:41,1.525193,0.000000,-0.001335,0.000000
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.528530,0.006675,0.003337,0.758958
12:19:47:41,1.525193,-0.003337,0.000000,0.000000
12:19:47:41,1.528530,0.000000,-0.000667,0.126583
12:19:47:41,1.525193,-0.003337,-0.002002,-0.126710
12:19:47:41,1.528530,-0.003337,-0.002002,-0.380163
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000667,0.126583
12:19:47:41,1.521855,-0.006675,-0.002002,-0.253431
12:19:47:41,1.528530,0.000000,-0.002002,-0.126710
12:19:47:41,1.528530,0.006675,0.002670,0.758958
12:19:47:41,1.531868,0.006675,0.003337,0.632555
12:19:47:41,1.515181,-0.013350,-0.005340,-0.760433
12:19:47:41,1.528530,0.000000,-0.002002,0.000000
12:19:47:41,1.528530,0.000000,0.000667,0.253131
12:19:47:41,1.531868,0.003337,0.002002,0.506117
12:19:47:41,1.521855,-0.003337,-0.002002,-0.253431
12:19:47:41,1.528530,-0.003337,-0.001335,-0.126710
12:19:47:41,1.521855,-0.006675,-0.004672,-0.633664
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.525193,-0.003337,-0.002002,-0.380163
12:19:47:41,1.531868,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,0.000000,0.000000
12:19:47:41,1.525193,0.003337,0.000667,0.253131
12:19:47:41,1.528530,0.000000,-0.000667,0.000000
12:19:47:41,1.528530,0.000000,-0.001335,-0.126710
12:19:47:41,1.525193,-0.003337,-0.003337,-0.506907
12:19:47:41,1.535205,0.010012,0.003337,0.885325
12:19:47:41,1.525193,-0.006675,-0.000667,-0.126710
12:19:47:41,1.525193,-0.003337,-0.003337,-0.506907
12:19:47:41,1.525193,-0.003337,-0.002670,-0.380163
12:19:47:41,1.535205,0.006675,0.002670,0.632555
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.528530,0.003337,0.002002,0.506117
12:19:47:41,1.525193,-0.003337,-0.002670,-0.506907
12:19:47:41,1.528530,0.000000,-0.002002,-0.126710
12:19:47:41,1.528530,0.000000,-0.002002,-0.126710
12:19:47:41,1.538542,0.013350,0.006007,1.264208
12:19:47:41,1.521855,-0.006675,-0.002670,-0.506907
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.525193,-0.003337,-0.001335,-0.126710
12:19:47:41,1.531868,0.003337,0.000667,0.379642
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.528530,0.003337,0.000667,0.379642
12:19:47:41,1.521855,-0.006675,-0.002002,-0.126710
12:19:47:41,1.531868,0.006675,0.002670,0.632555
12:19:47:41,1.528530,0.003337,0.001335,0.379642
12:19:47:41,1.525193,-0.003337,-0.001335,-0.380163
12:19:47:41,1.521855,-0.003337,-0.002670,-0.380163
12:19:47:41,1.528530,0.003337,0.000000,0.126583
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.531868,0.006675,0.002670,0.632555
12:19:47:41,1.525193,0.000000,0.000000,0.126583
12:19:47:41,1.525193,-0.003337,-0.002670,-0.253431
12:19:47:41,1.528530,0.000000,-0.001335,0.126583
12:19:47:41,1.528530,0.006675,0.002002,0.632555
